ticket_id,subject,body,channel,priority,created_ts,category,urgency,sentiment
TK-104120,How do I change my email,Please respond ASAP. How do I change my email. Let me know next steps.,chat,High,2026-05-19 17:31:00,Login/Access,low,neutral
TK-104121,Do you have API documentation,I've been waiting for days!! Do you have API documentation. Can someone look into this?,phone,High,2026-06-20 04:03:00,General,high,negative
TK-104122,Refund not received yet,Not happy about this. Refund not received yet. Any update would help.,web_form,Low,2026-05-23 11:38:00,Billing,high,negative
TK-104113,I was charged twice this month,I was charged twice this month. Please advise.,chat,Medium,2026-04-09 04:55:00,Billing,high,negative
TK-104134,Dashboard shows blank screen,Please respond ASAP. Dashboard shows blank screen. Can someone look into this?,phone,Medium,2026-04-23 00:18:00,Bug/Error,high,neutral
TK-104135,Why did my subscription price go up,Not happy about this. Why did my subscription price go up. Please advise.,phone,High,2026-02-25 12:35:00,Billing,high,negative
TK-104098,How do I contact sales,Please respond ASAP. How do I contact sales. I need this resolved.,phone,Medium,2026-05-30 00:08:00,General,high,negative
TK-104099,Add integration with Slack,Add integration with Slack. Can someone look into this?,twitter,Urgent,2026-04-10 12:08:00,Feature Request,low,neutral
TK-104100,Refund not received yet,Thanks for your help. Refund not received yet. Please advise.,phone,Urgent,2026-05-14 04:17:00,Billing,medium,positive
TK-104101,How do I change my email,How do I change my email. Any update would help.,phone,Urgent,2026-04-05 12:10:00,General,low,neutral
TK-104136,Add integration with Slack,Thanks for your help. Add integration with Slack. Can someone look into this?,phone,Urgent,2026-04-28 00:14:00,Feature Request,low,positive
TK-104137,Export button does nothing,Export button does nothing. Can someone look into this?,web_form,Medium,2026-06-22 14:24:00,Bug/Error,medium,neutral
TK-104138,Cannot log into my account,This is really frustrating. Cannot log into my account. Please advise.,web_form,Urgent,2026-02-02 03:37:00,Login/Access,high,negative
TK-104139,Account locked after failed attempts,Please respond ASAP. Account locked after failed attempts. I need this resolved.,chat,Medium,2026-04-23 04:27:00,Login/Access,high,negative
TK-104146,Data not syncing between devices,Thanks for your help. Data not syncing between devices. I need this resolved.,chat,High,2026-05-22 20:45:00,Bug/Error,medium,positive
TK-104140,Password reset email never arrives,Password reset email never arrives. I need this resolved.,phone,Medium,2026-04-03 20:37:00,Login/Access,high,negative
TK-104141,Cancel my plan and refund me,I've been waiting for days!! Cancel my plan and refund me. Any update would help.,chat,Medium,2026-01-09 08:34:00,Billing,high,negative
TK-104142,Password reset email never arrives,Thanks for your help. Password reset email never arrives. I need this resolved.,chat,Low,2026-02-22 10:33:00,Login/Access,high,negative
TK-104143,Wrong item was delivered,I've been waiting for days!! Wrong item was delivered. I need this resolved.,web_form,Low,2026-01-26 04:16:00,Shipping,high,negative
TK-104151,Where is my order,Please respond ASAP. Where is my order. Please advise.,phone,Medium,2026-03-18 05:27:00,Shipping,high,negative
TK-104152,SSO redirect keeps failing,Please respond ASAP. SSO redirect keeps failing. Can someone look into this?,phone,Low,2026-06-23 15:54:00,Bug/Error,high,neutral
TK-104130,How do I contact sales,Not happy about this. How do I contact sales. Can someone look into this?,email,Urgent,2026-05-16 16:32:00,General,medium,negative
TK-104131,Please add dark mode,Not happy about this. Please add dark mode. Let me know next steps.,twitter,Medium,2026-01-30 11:36:00,Feature Request,medium,negative
TK-104132,Wrong item was delivered,This is really frustrating. Wrong item was delivered. Any update would help.,web_form,Urgent,2026-04-22 07:32:00,Shipping,high,negative
TK-104133,Where is my order,This is really frustrating. Where is my order. Let me know next steps.,web_form,Medium,2026-01-31 05:10:00,Shipping,high,negative
TK-104153,I was charged twice this month,I was charged twice this month. Can someone look into this?,email,High,2026-01-21 07:39:00,Billing,high,negative
TK-104154,Where is my order,Thanks for your help. Where is my order. I need this resolved.,phone,High,2026-02-16 23:12:00,Shipping,high,positive
TK-104155,Package arrived damaged,Package arrived damaged. I need this resolved.,email,Low,2026-05-30 19:00:00,Shipping,high,negative
TK-104144,Would love a mobile app,I've been waiting for days!! Would love a mobile app. Please advise.,email,High,2026-06-24 02:30:00,Feature Request,medium,negative
TK-104145,Is there a student discount,I've been waiting for days!! Is there a student discount. I need this resolved.,email,Urgent,2026-06-10 16:06:00,Login/Access,high,negative
TK-104156,Tracking number is invalid,Tracking number is invalid. Any update would help.,twitter,Low,2026-03-06 14:45:00,Shipping,medium,neutral
TK-104157,Do you have API documentation,Please respond ASAP. Do you have API documentation. Can someone look into this?,twitter,Low,2026-03-29 15:14:00,General,low,neutral
TK-104158,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. Any update would help.,phone,Urgent,2026-04-29 21:14:00,Feature Request,low,positive
TK-104159,Invoice shows wrong amount,Not happy about this. Invoice shows wrong amount. Any update would help.,web_form,Medium,2026-01-31 01:51:00,Billing,high,negative
TK-104161,Tracking number is invalid,This is really frustrating. Tracking number is invalid. I need this resolved.,email,High,2026-04-03 19:30:00,Shipping,high,negative
TK-104162,How do I contact sales,Please respond ASAP. How do I contact sales. Let me know next steps.,email,Low,2026-02-10 15:29:00,General,low,positive
TK-104160,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. Let me know next steps.,chat,Urgent,2026-06-22 05:03:00,Login/Access,high,positive
TK-104171,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Any update would help.,email,High,2026-05-07 05:38:00,Billing,high,negative
TK-104172,Do you have API documentation,Please respond ASAP. Do you have API documentation. Any update would help.,twitter,High,2026-03-22 07:41:00,General,low,positive
TK-104163,What are your business hours,Thanks for your help. What are your business hours. Please advise.,phone,Medium,2026-01-25 14:43:00,General,low,positive
TK-104164,Account locked after failed attempts,Account locked after failed attempts. Please advise.,phone,Urgent,2026-04-19 16:21:00,Login/Access,high,neutral
TK-104165,Invoice shows wrong amount,Thanks for your help. Invoice shows wrong amount. Please advise.,twitter,Urgent,2026-05-02 06:22:00,Billing,medium,positive
TK-104166,Wrong item was delivered,This is really frustrating. Wrong item was delivered. Let me know next steps.,phone,Low,2026-04-16 08:17:00,Shipping,high,negative
TK-104167,Would love a mobile app,This is really frustrating. Would love a mobile app. Any update would help.,phone,High,2026-04-12 15:42:00,Feature Request,medium,negative
TK-104168,Can you support CSV export,Not happy about this. Can you support CSV export. I need this resolved.,phone,Urgent,2026-05-13 14:41:00,General,high,negative
TK-104169,Data not syncing between devices,Not happy about this. Data not syncing between devices. I need this resolved.,chat,High,2026-04-24 23:05:00,Bug/Error,high,negative
TK-104170,Is there a student discount,Thanks for your help. Is there a student discount. Any update would help.,email,Medium,2026-03-06 10:41:00,General,low,positive
TK-104147,Invoice shows wrong amount,This is really frustrating. Invoice shows wrong amount. Any update would help.,email,Medium,2026-05-27 06:58:00,Billing,high,negative
TK-104148,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. Please advise.,phone,Urgent,2026-05-08 05:31:00,Login/Access,high,positive
TK-104149,Tracking number is invalid,I've been waiting for days!! Tracking number is invalid. Any update would help.,chat,Urgent,2026-04-04 18:13:00,Shipping,high,negative
TK-104150,Two-factor code not working,Two-factor code not working. Any update would help.,twitter,High,2026-03-07 19:04:00,Login/Access,medium,neutral
TK-104177,App crashes when I upload a file,Thanks for your help. App crashes when I upload a file. Can someone look into this?,chat,Low,2026-04-09 06:11:00,Bug/Error,medium,positive
TK-104178,I was charged twice this month,Not happy about this. I was charged twice this month. Let me know next steps.,web_form,Urgent,2026-04-15 11:33:00,Billing,high,negative
TK-104176,Do you have API documentation,Do you have API documentation. I need this resolved.,phone,Medium,2026-01-08 15:14:00,General,low,neutral
TK-104187,Refund not received yet,I've been waiting for days!! Refund not received yet. Can someone look into this?,chat,Urgent,2026-04-14 16:30:00,Billing,high,negative
TK-104193,Cancel my plan and refund me,Cancel my plan and refund me. Any update would help.,twitter,High,2026-05-16 06:48:00,Billing,high,negative
TK-104192,Where is my order,Where is my order. Any update would help.,email,Urgent,2026-06-14 11:07:00,Shipping,high,negative
TK-104183,Need bulk edit functionality,Need bulk edit functionality. Please advise.,chat,High,2026-03-25 03:25:00,Feature Request,low,neutral
TK-104184,Add integration with Slack,Please respond ASAP. Add integration with Slack. Any update would help.,web_form,Low,2026-02-21 16:12:00,Feature Request,low,positive
TK-104185,Why did my subscription price go up,Thanks for your help. Why did my subscription price go up. Let me know next steps.,chat,High,2026-03-24 14:55:00,Billing,medium,positive
TK-104186,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. Let me know next steps.,chat,Medium,2026-03-29 00:51:00,Feature Request,low,neutral
TK-104188,Cancel my plan and refund me,Cancel my plan and refund me. Please advise.,twitter,Medium,2026-06-24 03:10:00,Billing,high,negative
TK-104189,How do I contact sales,How do I contact sales. Let me know next steps.,web_form,Urgent,2026-05-26 03:08:00,General,low,neutral
TK-104190,Dashboard shows blank screen,Please respond ASAP. Dashboard shows blank screen. Please advise.,email,Medium,2026-05-14 09:43:00,Bug/Error,high,negative
TK-104191,Add integration with Slack,Please respond ASAP. Add integration with Slack. Any update would help.,twitter,Low,2026-01-03 10:58:00,Feature Request,low,positive
TK-104173,Refund not received yet,I've been waiting for days!! Refund not received yet. I need this resolved.,email,Urgent,2026-03-13 17:55:00,Billing,high,negative
TK-104174,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Please advise.,twitter,High,2026-02-25 06:46:00,Billing,high,negative
TK-104175,Package arrived damaged,This is really frustrating. Package arrived damaged. Please advise.,twitter,Urgent,2026-01-31 07:26:00,Shipping,high,negative
TK-104179,Tracking number is invalid,This is really frustrating. Tracking number is invalid. Let me know next steps.,chat,Urgent,2026-03-16 12:29:00,Shipping,high,negative
TK-104180,How do I contact sales,I've been waiting for days!! How do I contact sales. Can someone look into this?,web_form,Urgent,2026-03-05 06:54:00,General,high,negative
TK-104181,Delivery is two weeks late,I've been waiting for days!! Delivery is two weeks late. I need this resolved.,web_form,Low,2026-01-29 10:38:00,Shipping,high,negative
TK-104182,Wrong item was delivered,Wrong item was delivered. Can someone look into this?,phone,Urgent,2026-01-23 00:11:00,Shipping,medium,negative
TK-104194,Wrong item was delivered,Please respond ASAP. Wrong item was delivered. Let me know next steps.,twitter,High,2026-01-03 07:16:00,Shipping,high,negative
TK-104195,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. I need this resolved.,chat,High,2026-06-26 21:00:00,Login/Access,high,positive
TK-104196,Account locked after failed attempts,This is really frustrating. Account locked after failed attempts. Please advise.,web_form,Low,2026-01-15 19:00:00,Login/Access,high,negative
TK-104197,Delivery is two weeks late,This is really frustrating. Delivery is two weeks late. Any update would help.,email,Urgent,2026-03-07 07:47:00,Shipping,high,negative
TK-104198,Do you have API documentation,Thanks for your help. Do you have API documentation. Please advise.,chat,Low,2026-05-09 08:16:00,General,low,positive
TK-104199,Delivery is two weeks late,Thanks for your help. Delivery is two weeks late. Please advise.,web_form,Low,2026-02-25 00:12:00,Shipping,medium,positive
TK-104200,What are your business hours,I've been waiting for days!! What are your business hours. Can someone look into this?,twitter,Low,2026-03-29 04:27:00,General,high,negative
TK-104203,Refund not received yet,Refund not received yet. Any update would help.,email,High,2026-06-02 20:37:00,Billing,medium,neutral
TK-104204,Refund not received yet,Not happy about this. Refund not received yet. Any update would help.,email,Medium,2026-02-23 05:01:00,Billing,high,negative
TK-104205,Wrong item was delivered,This is really frustrating. Wrong item was delivered. Can someone look into this?,email,High,2026-05-23 10:00:00,Shipping,high,negative
TK-104206,Cannot log into my account,Not happy about this. Cannot log into my account. Please advise.,phone,Medium,2026-02-05 22:02:00,Login/Access,high,negative
TK-104201,What are your business hours,This is really frustrating. What are your business hours. Let me know next steps.,web_form,Urgent,2026-06-16 01:57:00,General,medium,negative
TK-104202,Password reset email never arrives,Password reset email never arrives. Please advise.,phone,High,2026-02-12 07:22:00,Login/Access,low,neutral
TK-104209,Would love a mobile app,Please respond ASAP. Would love a mobile app. Please advise.,chat,High,2026-02-08 08:53:00,Feature Request,low,positive
TK-104210,Where is my order,Thanks for your help. Where is my order. Can someone look into this?,web_form,Medium,2026-05-18 05:31:00,Shipping,medium,positive
TK-104211,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. Let me know next steps.,email,High,2026-05-31 11:55:00,Login/Access,high,positive
TK-104220,Add integration with Slack,I've been waiting for days!! Add integration with Slack. I need this resolved.,web_form,High,2026-04-06 18:55:00,Feature Request,high,negative
TK-104221,How do I change my email,This is really frustrating. How do I change my email. Let me know next steps.,chat,Medium,2026-05-12 14:09:00,Login/Access,high,negative
TK-104222,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. Can someone look into this?,chat,High,2026-01-05 15:03:00,Shipping,high,negative
TK-104223,Wrong item was delivered,Please respond ASAP. Wrong item was delivered. I need this resolved.,phone,Urgent,2026-05-26 22:47:00,Shipping,high,negative
TK-104226,Account locked after failed attempts,I've been waiting for days!! Account locked after failed attempts. Any update would help.,email,Urgent,2026-03-09 19:46:00,Login/Access,high,negative
TK-104212,Dashboard shows blank screen,Not happy about this. Dashboard shows blank screen. Any update would help.,twitter,Low,2026-06-25 13:49:00,Bug/Error,high,negative
TK-104213,Data not syncing between devices,Data not syncing between devices. Let me know next steps.,twitter,Urgent,2026-01-14 16:07:00,Bug/Error,medium,neutral
TK-104214,Do you have API documentation,Thanks for your help. Do you have API documentation. I need this resolved.,phone,Urgent,2026-03-09 23:32:00,General,low,positive
TK-104215,What are your business hours,What are your business hours. I need this resolved.,twitter,Low,2026-05-12 17:18:00,General,low,neutral
TK-104228,Why did my subscription price go up,Thanks for your help. Why did my subscription price go up. Can someone look into this?,chat,Low,2026-06-27 20:12:00,Billing,medium,positive
TK-104229,How do I change my email,How do I change my email. I need this resolved.,twitter,Medium,2026-03-14 11:21:00,General,low,neutral
TK-104207,Data not syncing between devices,Data not syncing between devices. Can someone look into this?,email,High,2026-05-26 07:58:00,Bug/Error,medium,neutral
TK-104208,Wrong item was delivered,Not happy about this. Wrong item was delivered. Any update would help.,phone,Urgent,2026-02-25 16:22:00,Shipping,high,negative
TK-104227,Refund not received yet,This is really frustrating. Refund not received yet. Any update would help.,phone,High,2026-02-07 21:30:00,Billing,high,negative
TK-104238,I was charged twice this month,I was charged twice this month. I need this resolved.,web_form,Urgent,2026-02-22 05:02:00,Billing,high,negative
TK-104239,I was charged twice this month,Please respond ASAP. I was charged twice this month. Let me know next steps.,web_form,Medium,2026-06-25 21:46:00,Billing,high,negative
TK-104240,Would love a mobile app,I've been waiting for days!! Would love a mobile app. Please advise.,email,Medium,2026-01-11 05:58:00,Feature Request,medium,negative
TK-104241,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. Let me know next steps.,twitter,Medium,2026-06-17 02:35:00,Shipping,high,negative
TK-104242,Dashboard shows blank screen,I've been waiting for days!! Dashboard shows blank screen. Please advise.,phone,Urgent,2026-01-26 13:49:00,Bug/Error,high,negative
TK-104243,Two-factor code not working,This is really frustrating. Two-factor code not working. Can someone look into this?,twitter,Low,2026-05-20 07:19:00,Bug/Error,high,negative
TK-104244,Getting a 500 error on checkout,Not happy about this. Getting a 500 error on checkout. Any update would help.,chat,Medium,2026-04-22 09:30:00,Bug/Error,high,negative
TK-104249,Wrong item was delivered,This is really frustrating. Wrong item was delivered. Can someone look into this?,phone,Urgent,2026-03-25 10:51:00,Shipping,high,negative
TK-104250,Is there a student discount,This is really frustrating. Is there a student discount. Please advise.,phone,Low,2026-03-13 00:09:00,Billing,high,negative
TK-104251,Tracking number is invalid,Thanks for your help. Tracking number is invalid. Please advise.,twitter,Low,2026-04-10 12:26:00,Shipping,medium,positive
TK-104258,App crashes when I upload a file,Not happy about this. App crashes when I upload a file. Let me know next steps.,phone,Urgent,2026-04-12 20:47:00,Bug/Error,high,negative
TK-104245,Can you support CSV export,Thanks for your help. Can you support CSV export. Can someone look into this?,twitter,Medium,2026-03-07 14:41:00,Feature Request,low,positive
TK-104246,Account locked after failed attempts,Please respond ASAP. Account locked after failed attempts. Any update would help.,twitter,High,2026-04-15 07:28:00,Login/Access,high,negative
TK-104247,Invoice shows wrong amount,I've been waiting for days!! Invoice shows wrong amount. Any update would help.,twitter,Medium,2026-03-19 08:39:00,Billing,high,negative
TK-104248,Need bulk edit functionality,I've been waiting for days!! Need bulk edit functionality. Can someone look into this?,twitter,Medium,2026-03-20 08:24:00,Feature Request,high,negative
TK-104259,What are your business hours,Please respond ASAP. What are your business hours. I need this resolved.,web_form,Medium,2026-02-24 13:58:00,General,high,negative
TK-104260,Why did my subscription price go up,I've been waiting for days!! Why did my subscription price go up. Can someone look into this?,web_form,High,2026-03-07 13:22:00,Billing,high,negative
TK-104216,App crashes when I upload a file,Please respond ASAP. App crashes when I upload a file. Please advise.,chat,Urgent,2026-02-04 20:16:00,Bug/Error,high,negative
TK-104217,App crashes when I upload a file,This is really frustrating. App crashes when I upload a file. I need this resolved.,phone,High,2026-01-07 14:59:00,Bug/Error,high,negative
TK-104218,Data not syncing between devices,Not happy about this. Data not syncing between devices. Let me know next steps.,twitter,Low,2026-04-05 10:32:00,Bug/Error,high,negative
TK-104219,Package arrived damaged,Not happy about this. Package arrived damaged. Let me know next steps.,chat,High,2026-04-25 14:49:00,Shipping,high,negative
TK-104265,Getting a 500 error on checkout,This is really frustrating. Getting a 500 error on checkout. Let me know next steps.,phone,Urgent,2026-05-25 16:55:00,Bug/Error,high,negative
TK-104234,Export button does nothing,Please respond ASAP. Export button does nothing. I need this resolved.,twitter,Urgent,2026-02-10 02:40:00,Bug/Error,high,negative
TK-104235,Password reset email never arrives,I've been waiting for days!! Password reset email never arrives. Please advise.,twitter,Medium,2026-04-09 01:49:00,Login/Access,high,negative
TK-104236,How do I contact sales,How do I contact sales. Please advise.,twitter,High,2026-05-28 16:32:00,General,low,neutral
TK-104237,How do I change my email,How do I change my email. Can someone look into this?,twitter,Medium,2026-04-05 11:50:00,General,low,neutral
TK-104266,Is there a student discount,This is really frustrating. Is there a student discount. Any update would help.,email,High,2026-06-21 18:44:00,General,high,negative
TK-104267,Password reset email never arrives,Please respond ASAP. Password reset email never arrives. Can someone look into this?,twitter,Low,2026-01-01 12:02:00,Login/Access,high,negative
TK-104268,I was charged twice this month,Thanks for your help. I was charged twice this month. Let me know next steps.,twitter,High,2026-02-02 19:05:00,Billing,high,negative
TK-104269,Can you support CSV export,Please respond ASAP. Can you support CSV export. Any update would help.,email,High,2026-04-03 19:38:00,Feature Request,medium,positive
TK-104230,Dashboard shows blank screen,Please respond ASAP. Dashboard shows blank screen. I need this resolved.,web_form,Low,2026-04-04 13:51:00,Bug/Error,high,negative
TK-104231,Package arrived damaged,This is really frustrating. Package arrived damaged. I need this resolved.,phone,Urgent,2026-06-18 15:44:00,Shipping,high,negative
TK-104232,Invoice shows wrong amount,Please respond ASAP. Invoice shows wrong amount. I need this resolved.,twitter,Low,2026-01-02 09:51:00,Billing,high,negative
TK-104233,Tracking number is invalid,Not happy about this. Tracking number is invalid. Can someone look into this?,phone,Low,2026-03-17 06:05:00,Shipping,high,negative
TK-104224,How do I change my email,I've been waiting for days!! How do I change my email. Any update would help.,twitter,High,2026-02-03 06:43:00,Login/Access,high,negative
TK-104225,How do I contact sales,How do I contact sales. Let me know next steps.,web_form,High,2026-03-26 11:37:00,General,low,neutral
TK-104270,Please add dark mode,Not happy about this. Please add dark mode. Let me know next steps.,phone,Low,2026-03-31 19:39:00,Feature Request,low,negative
TK-104256,Dashboard shows blank screen,Please respond ASAP. Dashboard shows blank screen. Any update would help.,phone,Urgent,2026-06-25 10:43:00,Bug/Error,high,positive
TK-104257,What are your business hours,I've been waiting for days!! What are your business hours. Please advise.,email,Low,2026-04-09 17:43:00,General,high,negative
TK-104252,Do you have API documentation,This is really frustrating. Do you have API documentation. Let me know next steps.,web_form,High,2026-05-28 04:15:00,General,medium,negative
TK-104253,Tracking number is invalid,This is really frustrating. Tracking number is invalid. Let me know next steps.,web_form,Medium,2026-01-14 07:29:00,Shipping,high,negative
TK-104254,Do you have API documentation,Thanks for your help. Do you have API documentation. Can someone look into this?,email,Medium,2026-04-10 21:45:00,General,low,positive
TK-104255,Add integration with Slack,Thanks for your help. Add integration with Slack. Please advise.,web_form,Low,2026-03-25 15:32:00,Feature Request,low,positive
TK-104272,What are your business hours,What are your business hours. Let me know next steps.,email,Medium,2026-01-11 13:04:00,General,low,neutral
TK-104273,Cancel my plan and refund me,Please respond ASAP. Cancel my plan and refund me. Please advise.,web_form,Urgent,2026-04-27 09:21:00,Billing,high,negative
TK-104271,Getting a 500 error on checkout,Thanks for your help. Getting a 500 error on checkout. Please advise.,email,Urgent,2026-02-19 01:19:00,Bug/Error,medium,positive
TK-104274,Export button does nothing,This is really frustrating. Export button does nothing. Let me know next steps.,email,Medium,2026-01-12 09:15:00,Bug/Error,high,negative
TK-104275,Getting a 500 error on checkout,Getting a 500 error on checkout. Let me know next steps.,chat,Urgent,2026-04-16 13:26:00,Bug/Error,high,neutral
TK-104276,Password reset email never arrives,This is really frustrating. Password reset email never arrives. Any update would help.,chat,Low,2026-01-23 13:22:00,Login/Access,high,negative
TK-104277,Two-factor code not working,I've been waiting for days!! Two-factor code not working. I need this resolved.,phone,Urgent,2026-03-26 10:09:00,Login/Access,high,negative
TK-104285,Do you have API documentation,Thanks for your help. Do you have API documentation. I need this resolved.,web_form,Low,2026-01-29 18:01:00,General,low,positive
TK-104261,Cannot log into my account,Cannot log into my account. I need this resolved.,twitter,Urgent,2026-02-08 02:43:00,Login/Access,high,negative
TK-104262,Export button does nothing,Not happy about this. Export button does nothing. Can someone look into this?,web_form,High,2026-04-05 04:03:00,Bug/Error,high,negative
TK-104263,Do you have API documentation,Do you have API documentation. Please advise.,email,High,2026-05-16 11:42:00,General,low,neutral
TK-104264,App crashes when I upload a file,This is really frustrating. App crashes when I upload a file. Let me know next steps.,email,Low,2026-03-23 17:20:00,Bug/Error,high,negative
TK-104282,Cannot log into my account,Not happy about this. Cannot log into my account. I need this resolved.,twitter,High,2026-03-11 16:18:00,Login/Access,high,negative
TK-104283,Can you support CSV export,I've been waiting for days!! Can you support CSV export. Can someone look into this?,web_form,Medium,2026-04-24 18:18:00,Feature Request,high,negative
TK-104284,Do you have API documentation,This is really frustrating. Do you have API documentation. Can someone look into this?,phone,High,2026-02-07 08:11:00,General,medium,negative
TK-104278,Refund not received yet,I've been waiting for days!! Refund not received yet. Any update would help.,chat,Low,2026-01-15 04:29:00,Billing,high,negative
TK-104279,Why did my subscription price go up,Not happy about this. Why did my subscription price go up. Any update would help.,phone,Low,2026-05-21 15:02:00,Billing,high,negative
TK-104280,Please add dark mode,Please add dark mode. Let me know next steps.,email,Urgent,2026-01-22 22:33:00,Feature Request,low,positive
TK-104281,Do you have API documentation,This is really frustrating. Do you have API documentation. Let me know next steps.,web_form,Medium,2026-03-03 11:51:00,General,medium,negative
TK-104286,I was charged twice this month,Thanks for your help. I was charged twice this month. I need this resolved.,chat,Low,2026-05-20 16:02:00,Billing,high,negative
TK-104287,Package arrived damaged,This is really frustrating. Package arrived damaged. I need this resolved.,web_form,Medium,2026-04-11 11:46:00,Shipping,high,negative
TK-104288,Password reset email never arrives,Password reset email never arrives. I need this resolved.,chat,High,2026-05-04 22:49:00,Login/Access,high,negative
TK-104289,Please add dark mode,Please add dark mode. Please advise.,phone,High,2026-05-19 09:07:00,Feature Request,low,neutral
TK-104292,Tracking number is invalid,Tracking number is invalid. Any update would help.,phone,Low,2026-06-14 17:23:00,Shipping,medium,neutral
TK-104293,Need bulk edit functionality,I've been waiting for days!! Need bulk edit functionality. I need this resolved.,email,Urgent,2026-01-10 11:38:00,Feature Request,high,negative
TK-104294,Do you have API documentation,This is really frustrating. Do you have API documentation. Can someone look into this?,chat,High,2026-06-29 02:03:00,General,medium,negative
TK-104295,Cancel my plan and refund me,Please respond ASAP. Cancel my plan and refund me. Please advise.,email,Urgent,2026-02-18 07:45:00,Billing,high,negative
TK-104297,Can you support CSV export,Not happy about this. Can you support CSV export. I need this resolved.,chat,Medium,2026-04-01 04:47:00,General,high,negative
TK-104298,Please add dark mode,Not happy about this. Please add dark mode. Any update would help.,twitter,High,2026-04-08 11:00:00,Feature Request,medium,negative
TK-104299,Cannot log into my account,I've been waiting for days!! Cannot log into my account. Please advise.,web_form,Medium,2026-06-15 10:27:00,Login/Access,high,negative
TK-104300,Invoice shows wrong amount,Not happy about this. Invoice shows wrong amount. Let me know next steps.,web_form,Urgent,2026-04-16 00:48:00,Billing,high,negative
TK-104290,Add integration with Slack,Add integration with Slack. Let me know next steps.,chat,Urgent,2026-01-25 14:00:00,Feature Request,low,neutral
TK-104291,Refund not received yet,Thanks for your help. Refund not received yet. Please advise.,web_form,Medium,2026-02-13 17:57:00,Billing,medium,positive
TK-104311,Can you support CSV export,Not happy about this. Can you support CSV export. Please advise.,web_form,High,2026-04-17 20:30:00,General,medium,negative
TK-104301,Invoice shows wrong amount,I've been waiting for days!! Invoice shows wrong amount. Please advise.,email,Medium,2026-01-06 23:07:00,Billing,high,negative
TK-104302,Invoice shows wrong amount,Not happy about this. Invoice shows wrong amount. Can someone look into this?,twitter,Low,2026-05-31 08:54:00,Billing,high,negative
TK-104303,Cancel my plan and refund me,Cancel my plan and refund me. Can someone look into this?,phone,Medium,2026-02-20 04:31:00,Billing,high,negative
TK-104304,Why did my subscription price go up,Not happy about this. Why did my subscription price go up. Please advise.,phone,Urgent,2026-04-29 14:52:00,Billing,high,negative
TK-104320,Would love a mobile app,Would love a mobile app. Let me know next steps.,twitter,Urgent,2026-06-03 21:17:00,Feature Request,low,positive
TK-104305,Why did my subscription price go up,Not happy about this. Why did my subscription price go up. Please advise.,phone,Medium,2026-04-29 04:44:00,Billing,high,negative
TK-104306,Invoice shows wrong amount,Thanks for your help. Invoice shows wrong amount. Any update would help.,twitter,Urgent,2026-06-15 20:49:00,Billing,medium,positive
TK-104307,Please add dark mode,I've been waiting for days!! Please add dark mode. Any update would help.,twitter,High,2026-02-21 20:20:00,Feature Request,medium,negative
TK-104308,Do you have API documentation,Not happy about this. Do you have API documentation. Can someone look into this?,email,High,2026-06-01 05:09:00,General,low,negative
TK-104312,Invoice shows wrong amount,This is really frustrating. Invoice shows wrong amount. Can someone look into this?,chat,Urgent,2026-05-06 23:31:00,Billing,high,negative
TK-104313,Add integration with Slack,Please respond ASAP. Add integration with Slack. Let me know next steps.,twitter,High,2026-04-06 19:59:00,Feature Request,low,positive
TK-104296,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. Any update would help.,chat,High,2026-01-08 16:38:00,Login/Access,medium,positive
TK-104318,Refund not received yet,Please respond ASAP. Refund not received yet. Any update would help.,chat,Urgent,2026-05-23 06:02:00,Billing,high,negative
TK-104319,SSO redirect keeps failing,Not happy about this. SSO redirect keeps failing. Any update would help.,chat,High,2026-04-06 07:15:00,Login/Access,high,negative
TK-104321,Need bulk edit functionality,Need bulk edit functionality. Can someone look into this?,phone,Medium,2026-02-17 17:10:00,Feature Request,low,neutral
TK-104322,What are your business hours,What are your business hours. Any update would help.,web_form,Medium,2026-03-01 18:10:00,General,low,positive
TK-104323,Cannot log into my account,I've been waiting for days!! Cannot log into my account. Any update would help.,email,Medium,2026-05-11 13:21:00,Login/Access,high,negative
TK-104324,What are your business hours,Not happy about this. What are your business hours. Any update would help.,email,High,2026-04-06 20:41:00,General,low,negative
TK-104325,Add integration with Slack,Not happy about this. Add integration with Slack. Any update would help.,chat,Medium,2026-05-25 02:29:00,Feature Request,medium,negative
TK-104309,Two-factor code not working,I've been waiting for days!! Two-factor code not working. Let me know next steps.,phone,High,2026-05-26 23:42:00,Login/Access,high,negative
TK-104310,Delivery is two weeks late,This is really frustrating. Delivery is two weeks late. I need this resolved.,chat,Low,2026-01-12 01:31:00,Shipping,high,negative
TK-104326,Two-factor code not working,This is really frustrating. Two-factor code not working. I need this resolved.,chat,Medium,2026-06-14 10:13:00,Login/Access,high,negative
